frame_id,timestamp,predicted_driver_state
0,0.0,alert
1,0.05,alert
2,0.1,alert
3,0.15,yawning
4,0.2,yawning
5,0.25,yawning
6,0.3,yawning
7,0.35,yawning
8,0.4,yawning
9,0.45,yawning
10,0.5,yawning
11,0.55,yawning
12,0.6,yawning
13,0.65,yawning
14,0.7,yawning
15,0.75,yawning
16,0.8,yawning
17,0.85,yawning
18,0.9,yawning
19,0.95,yawning
20,1.0,yawning
21,1.05,yawning
22,1.1,yawning
23,1.15,yawning
24,1.2,yawning
25,1.25,yawning
26,1.3,yawning
27,1.35,yawning
28,1.4,yawning
29,1.45,yawning
30,1.5,yawning
31,1.55,yawning
32,1.6,yawning
33,1.65,yawning
34,1.7,yawning
35,1.75,yawning
36,1.8,yawning
37,1.85,yawning
38,1.9,yawning
39,1.95,yawning
40,2.0,yawning
41,2.05,yawning
42,2.1,yawning
43,2.15,yawning
44,2.2,yawning
45,2.25,yawning
46,2.3,yawning
47,2.35,yawning
48,2.4,yawning
49,2.45,yawning
50,2.5,yawning
51,2.55,yawning
52,2.6,yawning
53,2.65,yawning
54,2.7,yawning
55,2.75,yawning
56,2.8,yawning
57,2.85,yawning
58,2.9,yawning
59,2.95,yawning
60,3.0,yawning
61,3.05,yawning
62,3.1,yawning
63,3.15,yawning
64,3.2,yawning
65,3.25,yawning
66,3.3,yawning
67,3.35,yawning
68,3.4,yawning
69,3.45,yawning
70,3.5,yawning
71,3.55,yawning
72,3.6,yawning
73,3.65,yawning
74,3.7,yawning
75,3.75,yawning
76,3.8,yawning
77,3.85,yawning
78,3.9,yawning
79,3.95,yawning
80,4.0,yawning
81,4.05,yawning
82,4.1,yawning
83,4.15,yawning
84,4.2,yawning
85,4.25,yawning
86,4.3,yawning
87,4.35,yawning
88,4.4,yawning
89,4.45,yawning
90,4.5,yawning
91,4.55,yawning
92,4.6,yawning
93,4.65,yawning
94,4.7,yawning
95,4.75,yawning
96,4.8,yawning
97,4.85,yawning
98,4.9,yawning
99,4.95,yawning
100,5.0,yawning
101,5.05,yawning
102,5.1,yawning
103,5.15,yawning
104,5.2,yawning
105,5.25,yawning
106,5.3,yawning
107,5.35,yawning
108,5.4,yawning
109,5.45,yawning
110,5.5,yawning
111,5.55,yawning
112,5.6,yawning
113,5.65,yawning
114,5.7,yawning
115,5.75,yawning
116,5.8,yawning
117,5.85,yawning
118,5.9,yawning
119,5.95,yawning
120,6.0,yawning
121,6.05,yawning
122,6.1,yawning
123,6.15,yawning
124,6.2,yawning
125,6.25,yawning
126,6.3,yawning
127,6.35,yawning
128,6.4,yawning
129,6.45,yawning
130,6.5,yawning
131,6.55,yawning
132,6.6,yawning
133,6.65,yawning
134,6.7,yawning
135,6.75,yawning
136,6.8,yawning
137,6.85,yawning
138,6.9,yawning
139,6.95,yawning
140,7.0,yawning
141,7.05,yawning
142,7.1,yawning
143,7.15,yawning
144,7.2,yawning
145,7.25,yawning
146,7.3,yawning
147,7.35,yawning
148,7.4,yawning
149,7.45,yawning
150,7.5,yawning
151,7.55,yawning
152,7.6,yawning
153,7.65,yawning
154,7.7,yawning
155,7.75,yawning
156,7.8,yawning
157,7.85,yawning
158,7.9,yawning
159,7.95,yawning
160,8.0,yawning
161,8.05,yawning
162,8.1,yawning
163,8.15,yawning
164,8.2,yawning
165,8.25,yawning
166,8.3,yawning
167,8.35,yawning
168,8.4,yawning
169,8.45,yawning
170,8.5,yawning
171,8.55,yawning
172,8.6,yawning
173,8.65,yawning
174,8.7,yawning
175,8.75,yawning
176,8.8,yawning
177,8.85,yawning
178,8.9,yawning
179,8.95,yawning
180,9.0,yawning
181,9.05,yawning
182,9.1,yawning
183,9.15,yawning
184,9.2,yawning
185,9.25,yawning
186,9.3,yawning
187,9.35,yawning
188,9.4,yawning
189,9.45,yawning
190,9.5,yawning
191,9.55,yawning
192,9.6,yawning
193,9.65,yawning
194,9.7,yawning
195,9.75,yawning
196,9.8,yawning
197,9.85,yawning
198,9.9,yawning
199,9.95,yawning
200,10.0,yawning
201,10.05,yawning
202,10.1,yawning
203,10.15,yawning
204,10.2,yawning
205,10.25,yawning
206,10.3,yawning
207,10.35,yawning
208,10.4,yawning
209,10.45,yawning
210,10.5,yawning
211,10.55,yawning
212,10.6,yawning
213,10.65,yawning
214,10.7,yawning
215,10.75,yawning
216,10.8,yawning
217,10.85,yawning
218,10.9,yawning
219,10.95,yawning
220,11.0,yawning
221,11.05,yawning
222,11.1,yawning
223,11.15,yawning
224,11.2,yawning
225,11.25,yawning
226,11.3,yawning
227,11.35,yawning
228,11.4,yawning
229,11.45,yawning
230,11.5,yawning
231,11.55,yawning
232,11.6,yawning
233,11.65,yawning
234,11.7,yawning
235,11.75,yawning
236,11.8,yawning
237,11.85,yawning
238,11.9,yawning
239,11.95,yawning
240,12.0,yawning
241,12.05,yawning
242,12.1,yawning
243,12.15,yawning
244,12.2,yawning
245,12.25,yawning
246,12.3,yawning
247,12.35,yawning
248,12.4,yawning
249,12.45,yawning
250,12.5,yawning
251,12.55,yawning
252,12.6,yawning
253,12.65,yawning
254,12.7,yawning
255,12.75,yawning
256,12.8,yawning
257,12.85,yawning
258,12.9,yawning
259,12.95,yawning
260,13.0,yawning
261,13.05,yawning
262,13.1,yawning
263,13.15,yawning
264,13.2,yawning
265,13.25,yawning
266,13.3,yawning
267,13.35,yawning
268,13.4,yawning
269,13.45,yawning
270,13.5,yawning
271,13.55,yawning
272,13.6,yawning
273,13.65,yawning
274,13.7,yawning
275,13.75,yawning
276,13.8,yawning
277,13.85,yawning
278,13.9,yawning
279,13.95,yawning
280,14.0,yawning
281,14.05,yawning
282,14.1,yawning
283,14.15,yawning
284,14.2,yawning
285,14.25,yawning
286,14.3,yawning
287,14.35,yawning
288,14.4,yawning
289,14.45,yawning
290,14.5,yawning
291,14.55,yawning
292,14.6,yawning
293,14.65,yawning
294,14.7,yawning
295,14.75,yawning
296,14.8,yawning
297,14.85,yawning
298,14.9,yawning
299,14.95,yawning
300,15.0,yawning
301,15.05,yawning
302,15.1,yawning
303,15.15,yawning
304,15.2,yawning
305,15.25,yawning
306,15.3,yawning
307,15.35,yawning
308,15.4,yawning
309,15.45,yawning
310,15.5,yawning
311,15.55,yawning
312,15.6,yawning
313,15.65,yawning
314,15.7,yawning
315,15.75,yawning
316,15.8,yawning
317,15.85,yawning
318,15.9,yawning
319,15.95,yawning
320,16.0,yawning
321,16.05,yawning
322,16.1,yawning
323,16.15,yawning
324,16.2,yawning
325,16.25,yawning
326,16.3,yawning
327,16.35,yawning
328,16.4,yawning
329,16.45,yawning
330,16.5,yawning
331,16.55,yawning
332,16.6,yawning
333,16.65,yawning
334,16.7,yawning
335,16.75,yawning
336,16.8,yawning
337,16.85,yawning
338,16.9,yawning
339,16.95,yawning
340,17.0,yawning
341,17.05,yawning
342,17.1,yawning
343,17.15,yawning
344,17.2,yawning
345,17.25,yawning
346,17.3,yawning
347,17.35,yawning
348,17.4,yawning
349,17.45,yawning
350,17.5,yawning
351,17.55,yawning
352,17.6,yawning
353,17.65,yawning
354,17.7,yawning
355,17.75,yawning
356,17.8,yawning
357,17.85,yawning
358,17.9,yawning
359,17.95,yawning
360,18.0,yawning
361,18.05,yawning
362,18.1,yawning
363,18.15,yawning
364,18.2,yawning
365,18.25,yawning
366,18.3,yawning
367,18.35,yawning
368,18.4,yawning
369,18.45,yawning
370,18.5,yawning
371,18.55,yawning
372,18.6,yawning
373,18.65,yawning
374,18.7,yawning
375,18.75,yawning
376,18.8,yawning
377,18.85,yawning
378,18.9,yawning
379,18.95,yawning
380,19.0,yawning
381,19.05,yawning
382,19.1,yawning
383,19.15,yawning
384,19.2,yawning
385,19.25,yawning
386,19.3,yawning
387,19.35,yawning
388,19.4,yawning
389,19.45,yawning
390,19.5,yawning
391,19.55,yawning
392,19.6,yawning
393,19.65,yawning
394,19.7,yawning
395,19.75,yawning
396,19.8,yawning
397,19.85,yawning
398,19.9,yawning
399,19.95,yawning
400,20.0,yawning
401,20.05,yawning
402,20.1,yawning
403,20.15,yawning
404,20.2,yawning
405,20.25,yawning
406,20.3,yawning
407,20.35,yawning
408,20.4,yawning
409,20.45,yawning
410,20.5,yawning
411,20.55,yawning
412,20.6,yawning
413,20.65,yawning
414,20.7,yawning
415,20.75,yawning
416,20.8,yawning
417,20.85,yawning
418,20.9,yawning
419,20.95,yawning
420,21.0,yawning
421,21.05,yawning
422,21.1,yawning
423,21.15,yawning
424,21.2,yawning
425,21.25,yawning
426,21.3,yawning
427,21.35,yawning
428,21.4,yawning
429,21.45,yawning
430,21.5,yawning
431,21.55,yawning
432,21.6,yawning
433,21.65,yawning
434,21.7,yawning
435,21.75,yawning
436,21.8,yawning
437,21.85,yawning
438,21.9,yawning
439,21.95,yawning
440,22.0,yawning
441,22.05,yawning
442,22.1,yawning
443,22.15,yawning
444,22.2,yawning
445,22.25,yawning
446,22.3,yawning
447,22.35,yawning
448,22.4,yawning
449,22.45,yawning
450,22.5,yawning
451,22.55,yawning
452,22.6,yawning
453,22.65,yawning
454,22.7,yawning
455,22.75,yawning
456,22.8,yawning
457,22.85,yawning
458,22.9,yawning
459,22.95,yawning
460,23.0,yawning
461,23.05,yawning
462,23.1,yawning
463,23.15,yawning
464,23.2,yawning
465,23.25,yawning
466,23.3,yawning
467,23.35,yawning
468,23.4,yawning
469,23.45,yawning
470,23.5,yawning
471,23.55,yawning
472,23.6,yawning
473,23.65,yawning
474,23.7,yawning
475,23.75,yawning
476,23.8,yawning
477,23.85,yawning
478,23.9,yawning
479,23.95,yawning
480,24.0,yawning
481,24.05,yawning
482,24.1,yawning
483,24.15,yawning
484,24.2,yawning
485,24.25,yawning
486,24.3,yawning
487,24.35,yawning
488,24.4,yawning
489,24.45,yawning
490,24.5,yawning
491,24.55,yawning
492,24.6,yawning
493,24.65,yawning
494,24.7,yawning
495,24.75,yawning
496,24.8,yawning
497,24.85,yawning
498,24.9,yawning
499,24.95,yawning
500,25.0,yawning
501,25.05,yawning
502,25.1,yawning
503,25.15,yawning
504,25.2,yawning
505,25.25,yawning
506,25.3,yawning
507,25.35,yawning
508,25.4,yawning
509,25.45,yawning
510,25.5,yawning
511,25.55,yawning
512,25.6,yawning
513,25.65,yawning
514,25.7,yawning
515,25.75,yawning
516,25.8,yawning
517,25.85,yawning
518,25.9,yawning
519,25.95,yawning
520,26.0,yawning
521,26.05,yawning
522,26.1,yawning
523,26.15,yawning
524,26.2,yawning
525,26.25,yawning
526,26.3,yawning
527,26.35,yawning
528,26.4,yawning
529,26.45,yawning
530,26.5,yawning
531,26.55,yawning
532,26.6,yawning
533,26.65,yawning
534,26.7,yawning
535,26.75,yawning
536,26.8,yawning
537,26.85,yawning
538,26.9,yawning
539,26.95,yawning
540,27.0,yawning
