frame_id,timestamp,predicted_driver_state
0,0.0,drowsy
1,0.05,drowsy
2,0.1,drowsy
3,0.15,alert
4,0.2,alert
5,0.25,alert
6,0.3,alert
7,0.35,alert
8,0.4,alert
9,0.45,alert
10,0.5,alert
11,0.55,alert
12,0.6,alert
13,0.65,alert
14,0.7,alert
15,0.75,alert
16,0.8,alert
17,0.85,alert
18,0.9,alert
19,0.95,alert
20,1.0,alert
21,1.05,alert
22,1.1,alert
23,1.15,alert
24,1.2,alert
25,1.25,alert
26,1.3,alert
27,1.35,alert
28,1.4,alert
29,1.45,alert
30,1.5,alert
31,1.55,alert
32,1.6,alert
33,1.65,alert
34,1.7,alert
35,1.75,alert
36,1.8,alert
37,1.85,alert
38,1.9,alert
39,1.95,alert
40,2.0,alert
41,2.05,alert
42,2.1,alert
43,2.15,alert
44,2.2,alert
45,2.25,alert
46,2.3,alert
47,2.35,alert
48,2.4,alert
49,2.45,alert
50,2.5,alert
51,2.55,alert
52,2.6,alert
53,2.65,alert
54,2.7,alert
55,2.75,alert
56,2.8,alert
57,2.85,alert
58,2.9,alert
59,2.95,alert
60,3.0,alert
61,3.05,alert
62,3.1,alert
63,3.15,alert
64,3.2,alert
65,3.25,alert
66,3.3,alert
67,3.35,alert
68,3.4,alert
69,3.45,alert
70,3.5,alert
71,3.55,alert
72,3.6,alert
73,3.65,alert
74,3.7,alert
75,3.75,alert
76,3.8,alert
77,3.85,alert
78,3.9,alert
79,3.95,alert
80,4.0,alert
81,4.05,alert
82,4.1,alert
83,4.15,alert
84,4.2,alert
85,4.25,alert
86,4.3,alert
87,4.35,alert
88,4.4,alert
89,4.45,alert
90,4.5,alert
91,4.55,alert
92,4.6,alert
93,4.65,alert
94,4.7,alert
95,4.75,alert
96,4.8,alert
97,4.85,alert
98,4.9,alert
99,4.95,alert
100,5.0,alert
101,5.05,distracted
102,5.1,distracted
103,5.15,distracted
104,5.2,distracted
105,5.25,alert
106,5.3,alert
107,5.35,alert
108,5.4,alert
109,5.45,alert
110,5.5,alert
111,5.55,alert
112,5.6,alert
113,5.65,alert
114,5.7,alert
115,5.75,alert
116,5.8,alert
117,5.85,alert
118,5.9,alert
119,5.95,alert
120,6.0,alert
121,6.05,alert
122,6.1,alert
123,6.15,alert
124,6.2,alert
125,6.25,alert
126,6.3,alert
127,6.35,alert
128,6.4,alert
129,6.45,alert
130,6.5,distracted
131,6.55,distracted
132,6.6,drowsy
133,6.65,drowsy
134,6.7,drowsy
135,6.75,drowsy
136,6.8,drowsy
137,6.85,drowsy
138,6.9,drowsy
139,6.95,drowsy
140,7.0,drowsy
141,7.05,drowsy
142,7.1,drowsy
143,7.15,drowsy
144,7.2,drowsy
145,7.25,drowsy
146,7.3,drowsy
147,7.35,drowsy
148,7.4,drowsy
149,7.45,drowsy
150,7.5,drowsy
151,7.55,drowsy
152,7.6,drowsy
153,7.65,drowsy
154,7.7,drowsy
155,7.75,drowsy
156,7.8,drowsy
157,7.85,drowsy
158,7.9,drowsy
159,7.95,drowsy
160,8.0,drowsy
161,8.05,drowsy
162,8.1,drowsy
163,8.15,drowsy
164,8.2,drowsy
165,8.25,drowsy
166,8.3,drowsy
167,8.35,drowsy
168,8.4,drowsy
169,8.45,drowsy
170,8.5,drowsy
171,8.55,drowsy
172,8.6,drowsy
173,8.65,drowsy
174,8.7,drowsy
175,8.75,drowsy
176,8.8,drowsy
177,8.85,drowsy
178,8.9,drowsy
179,8.95,drowsy
180,9.0,drowsy
181,9.05,drowsy
182,9.1,drowsy
183,9.15,drowsy
184,9.2,drowsy
185,9.25,drowsy
186,9.3,drowsy
187,9.35,drowsy
188,9.4,drowsy
189,9.45,drowsy
190,9.5,drowsy
191,9.55,drowsy
192,9.6,drowsy
193,9.65,drowsy
194,9.7,drowsy
195,9.75,drowsy
196,9.8,drowsy
197,9.85,drowsy
198,9.9,drowsy
199,9.95,drowsy
200,10.0,drowsy
201,10.05,drowsy
202,10.1,drowsy
203,10.15,drowsy
204,10.2,drowsy
205,10.25,drowsy
206,10.3,drowsy
207,10.35,drowsy
208,10.4,drowsy
209,10.45,drowsy
210,10.5,drowsy
211,10.55,drowsy
212,10.6,drowsy
213,10.65,drowsy
214,10.7,drowsy
215,10.75,drowsy
216,10.8,drowsy
217,10.85,drowsy
218,10.9,drowsy
219,10.95,drowsy
220,11.0,drowsy
221,11.05,drowsy
222,11.1,drowsy
223,11.15,drowsy
224,11.2,drowsy
225,11.25,drowsy
226,11.3,drowsy
227,11.35,drowsy
228,11.4,drowsy
229,11.45,drowsy
230,11.5,drowsy
231,11.55,drowsy
232,11.6,drowsy
233,11.65,drowsy
234,11.7,drowsy
235,11.75,drowsy
236,11.8,drowsy
237,11.85,drowsy
238,11.9,drowsy
239,11.95,drowsy
240,12.0,drowsy
241,12.05,drowsy
242,12.1,drowsy
243,12.15,drowsy
244,12.2,drowsy
245,12.25,drowsy
246,12.3,drowsy
247,12.35,drowsy
248,12.4,drowsy
249,12.45,drowsy
250,12.5,drowsy
251,12.55,drowsy
252,12.6,drowsy
253,12.65,drowsy
254,12.7,drowsy
255,12.75,drowsy
256,12.8,drowsy
257,12.85,drowsy
258,12.9,drowsy
259,12.95,drowsy
260,13.0,drowsy
261,13.05,drowsy
262,13.1,drowsy
263,13.15,drowsy
264,13.2,drowsy
265,13.25,drowsy
266,13.3,drowsy
267,13.35,drowsy
268,13.4,drowsy
269,13.45,alert
270,13.5,drowsy
271,13.55,drowsy
272,13.6,drowsy
273,13.65,drowsy
274,13.7,alert
275,13.75,drowsy
276,13.8,drowsy
277,13.85,drowsy
278,13.9,drowsy
279,13.95,drowsy
280,14.0,drowsy
281,14.05,drowsy
282,14.1,drowsy
283,14.15,drowsy
284,14.2,drowsy
285,14.25,drowsy
286,14.3,drowsy
287,14.35,drowsy
288,14.4,drowsy
289,14.45,drowsy
290,14.5,drowsy
291,14.55,drowsy
292,14.6,drowsy
293,14.65,drowsy
294,14.7,drowsy
295,14.75,drowsy
296,14.8,drowsy
297,14.85,drowsy
298,14.9,drowsy
299,14.95,drowsy
300,15.0,drowsy
301,15.05,drowsy
302,15.1,drowsy
303,15.15,drowsy
304,15.2,drowsy
305,15.25,drowsy
306,15.3,drowsy
307,15.35,drowsy
