frame_id,timestamp,state_id,state,predicted_driver_state,confidence,p_alert,p_drowsy,p_microsleep,p_yawning,p_distraction,closed_probability,ocular_reliability,closure_duration_seconds,perclos_10s,perclos_30s,perclos_60s,slow_perclos_10s,slow_perclos_30s,slow_perclos_60s,perclos_10s_reliable,perclos_30s_reliable,perclos_60s_reliable,nod_probability,microsleep_active,drowsy_episode_active,latency_ms
0,0.0,4,distraction,distracted,0.522141,0.181011,0.152104,0.0,0.144745,0.522141,0.266218,0.740537,0.0,0.266218,0.266218,0.266218,0.0,0.0,0.0,False,False,False,0.0,False,False,46.168
1,0.05,4,distraction,distracted,0.859576,0.073906,0.034084,0.0,0.032434,0.859576,0.120734,0.87958,0.0,0.187233,0.187233,0.187233,0.0,0.0,0.0,False,False,False,0.0,False,False,37.483
2,0.1,4,distraction,distracted,0.963665,0.026314,0.005169,0.0,0.004852,0.963665,0.065993,0.931015,0.0,0.142987,0.142987,0.142987,0.0,0.0,0.0,False,False,False,0.0,False,False,37.334
3,0.15,4,distraction,distracted,0.983463,0.014168,0.001218,0.0,0.001152,0.983463,0.047629,0.946457,0.0,0.117183,0.117183,0.117183,0.0,0.0,0.0,False,False,False,0.0,False,False,37.14
4,0.2,4,distraction,distracted,0.988055,0.010941,0.000508,0.0,0.000495,0.988055,0.04065,0.950595,0.0,0.100828,0.100828,0.100828,0.0,0.0,0.0,False,False,False,0.0,False,False,37.326
5,0.25,4,distraction,distracted,0.989401,0.009973,0.000311,0.0,0.000315,0.989401,0.037897,0.95198,0.0,0.089734,0.089734,0.089734,0.0,0.0,0.0,False,False,False,0.0,False,False,46.025
6,0.3,4,distraction,distracted,0.989744,0.009768,0.000239,0.0,0.000248,0.989744,0.036809,0.952948,0.0,0.081795,0.081795,0.081795,0.0,0.0,0.0,False,False,False,0.0,False,False,37.567
7,0.35,4,distraction,distracted,0.98953,0.010045,0.000207,0.0,0.000218,0.98953,0.037718,0.952349,0.0,0.076049,0.076049,0.076049,0.0,0.0,0.0,False,False,False,0.0,False,False,37.871
8,0.4,4,distraction,distracted,0.989142,0.010467,0.000189,0.0,0.000202,0.989142,0.039081,0.951574,0.0,0.071789,0.071789,0.071789,0.0,0.0,0.0,False,False,False,0.0,False,False,37.413
9,0.45,4,distraction,distracted,0.989168,0.010467,0.000175,0.0,0.00019,0.989168,0.039372,0.95154,0.0,0.068439,0.068439,0.068439,0.0,0.0,0.0,False,False,False,0.0,False,False,37.372
10,0.5,4,distraction,distracted,0.98891,0.010736,0.000169,0.0,0.000185,0.98891,0.038324,0.95204,0.0,0.065617,0.065617,0.065617,0.0,0.0,0.0,False,False,False,0.0,False,False,46.397
11,0.55,4,distraction,distracted,0.988617,0.01104,0.000162,0.0,0.00018,0.988617,0.036931,0.952195,0.0,0.06316,0.06316,0.06316,0.0,0.0,0.0,False,False,False,0.0,False,False,37.357
12,0.6,4,distraction,distracted,0.987903,0.011759,0.000159,0.0,0.000178,0.987903,0.037126,0.952176,0.0,0.061105,0.061105,0.061105,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.23
13,0.65,4,distraction,distracted,0.987617,0.012047,0.000158,0.0,0.000178,0.987617,0.03651,0.953126,0.0,0.059304,0.059304,0.059304,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.361
14,0.7,4,distraction,distracted,0.987576,0.012083,0.00016,0.0,0.000181,0.987576,0.036628,0.952935,0.0,0.057758,0.057758,0.057758,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.467
15,0.75,4,distraction,distracted,0.987798,0.011862,0.000159,0.0,0.000182,0.987798,0.037225,0.953122,0.0,0.056446,0.056446,0.056446,0.0,0.0,0.0,False,False,False,0.003769,False,False,46.032
16,0.8,4,distraction,distracted,0.987516,0.012138,0.000161,0.0,0.000186,0.987516,0.040434,0.952409,0.0,0.055486,0.055486,0.055486,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.509
17,0.85,4,distraction,distracted,0.986821,0.012832,0.00016,0.0,0.000187,0.986821,0.039403,0.952542,0.0,0.054575,0.054575,0.054575,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.495
18,0.9,4,distraction,distracted,0.985685,0.013968,0.000159,0.0,0.000188,0.985685,0.03796,0.95298,0.0,0.053685,0.053685,0.053685,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.622
19,0.95,4,distraction,distracted,0.985523,0.014133,0.000158,0.0,0.000186,0.985523,0.037863,0.953137,0.0,0.05288,0.05288,0.05288,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.663
20,1.0,4,distraction,distracted,0.98549,0.014171,0.000156,0.0,0.000184,0.98549,0.037881,0.95303,0.0,0.052154,0.052154,0.052154,0.0,0.0,0.0,False,False,False,0.003769,False,False,46.592
21,1.05,4,distraction,distracted,0.984971,0.014685,0.000158,0.0,0.000186,0.984971,0.040046,0.952941,0.0,0.051595,0.051595,0.051595,0.0,0.0,0.0,False,False,False,0.003769,False,False,38.398
22,1.1,4,distraction,distracted,0.984968,0.014689,0.000158,0.0,0.000186,0.984968,0.039054,0.952819,0.0,0.051042,0.051042,0.051042,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.832
23,1.15,4,distraction,distracted,0.984986,0.014675,0.000156,0.0,0.000184,0.984986,0.03848,0.952705,0.0,0.050511,0.050511,0.050511,0.0,0.0,0.0,False,False,False,0.003769,False,False,38.001
24,1.2,4,distraction,distracted,0.985331,0.014332,0.000154,0.0,0.000182,0.985331,0.039077,0.952866,0.0,0.050047,0.050047,0.050047,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.979
25,1.25,4,distraction,distracted,0.984509,0.015152,0.000156,0.0,0.000184,0.984509,0.038185,0.953212,0.0,0.049585,0.049585,0.049585,0.0,0.0,0.0,False,False,False,0.003769,False,False,46.334
26,1.3,4,distraction,distracted,0.983479,0.016179,0.000157,0.0,0.000186,0.983479,0.037502,0.953395,0.0,0.049131,0.049131,0.049131,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.481
27,1.35,4,distraction,distracted,0.981727,0.017923,0.00016,0.0,0.000191,0.981727,0.038035,0.953541,0.0,0.04873,0.04873,0.04873,0.0,0.0,0.0,False,False,False,0.003769,False,False,37.634
