frame_id,timestamp,state_id,state,predicted_driver_state,confidence,p_alert,p_drowsy,p_microsleep,p_yawning,p_distraction,closed_probability,ocular_reliability,closure_duration_seconds,perclos_10s,perclos_30s,perclos_60s,slow_perclos_10s,slow_perclos_30s,slow_perclos_60s,perclos_10s_reliable,perclos_30s_reliable,perclos_60s_reliable,nod_probability,microsleep_active,drowsy_episode_active,latency_ms
0,0.0,1,drowsy,drowsy,0.387289,0.213981,0.387289,0.0,0.189003,0.209727,0.666152,0.562975,0.0,0.666152,0.666152,0.666152,0.0,0.0,0.0,False,False,False,0.0,False,False,51.469
1,0.05,1,drowsy,drowsy,0.674146,0.102366,0.674146,0.0,0.097084,0.126403,0.734453,0.628749,0.0,0.702187,0.702187,0.702187,0.0,0.0,0.0,False,False,False,0.0,False,False,37.994
2,0.1,1,drowsy,drowsy,0.899756,0.027916,0.899756,0.0,0.033839,0.038489,0.781955,0.669593,0.0,0.730883,0.730883,0.730883,0.0,0.0,0.0,False,False,False,0.0,False,False,38.815
3,0.15,1,drowsy,drowsy,0.970218,0.007474,0.970218,0.0,0.011357,0.01095,0.802939,0.692077,0.05,0.750413,0.750413,0.750413,0.0,0.0,0.0,False,False,False,0.0,False,False,37.663
4,0.2,1,drowsy,drowsy,0.987288,0.00303,0.987288,0.0,0.00529,0.004392,0.814244,0.702655,0.1,0.764188,0.764188,0.764188,0.0,0.0,0.0,False,False,False,0.0,False,False,36.874
5,0.25,1,drowsy,drowsy,0.992397,0.001772,0.992397,0.0,0.003374,0.002458,0.804667,0.720981,0.15,0.771526,0.771526,0.771526,0.0,0.0,0.0,False,False,False,0.0,False,False,46.289
6,0.3,1,drowsy,drowsy,0.99414,0.001356,0.99414,0.0,0.002711,0.001793,0.771336,0.747153,0.2,0.771496,0.771496,0.771496,0.0,0.0,0.0,False,False,False,0.0,False,False,37.384
7,0.35,1,drowsy,drowsy,0.994801,0.001196,0.994801,0.0,0.002491,0.001511,0.725715,0.75478,0.25,0.765189,0.765189,0.765189,0.0,0.0,0.0,False,False,False,0.0,False,False,37.547
8,0.4,1,drowsy,drowsy,0.995291,0.001082,0.995291,0.0,0.002309,0.001318,0.699154,0.774584,0.3,0.75701,0.75701,0.75701,0.0,0.0,0.0,False,False,False,0.0,False,False,37.243
9,0.45,1,drowsy,drowsy,1.0,0.0,1.0,0.0,0.0,0.0,0.739045,0.769923,0.35,0.755041,0.755041,0.755041,0.755041,0.755041,0.755041,False,False,False,0.0,False,True,37.608
10,0.5,1,drowsy,drowsy,1.0,0.0,1.0,0.0,0.0,0.0,0.746738,0.772787,0.4,0.754218,0.754218,0.754218,0.754218,0.754218,0.754218,False,False,False,0.0,False,True,46.65
