frame_id,timestamp,state_id,state,predicted_driver_state,confidence,p_alert,p_drowsy,p_microsleep,p_yawning,p_distraction,closed_probability,ocular_reliability,closure_duration_seconds,perclos_10s,perclos_30s,perclos_60s,slow_perclos_10s,slow_perclos_30s,slow_perclos_60s,perclos_10s_reliable,perclos_30s_reliable,perclos_60s_reliable,nod_probability,microsleep_active,drowsy_episode_active,latency_ms
0,0.0,3,yawning,yawning,0.377312,0.309607,0.132646,0.0,0.377312,0.180435,0.252411,0.754726,0.0,0.252411,0.252411,0.252411,0.0,0.0,0.0,False,False,False,0.0,False,False,49.85
1,0.05,3,yawning,yawning,0.571289,0.305844,0.039315,0.0,0.571289,0.083553,0.109535,0.889314,0.0,0.175125,0.175125,0.175125,0.0,0.0,0.0,False,False,False,0.0,False,False,37.437
2,0.1,3,yawning,yawning,0.838636,0.128387,0.009654,0.0,0.838636,0.023322,0.407201,0.848697,0.0,0.254139,0.254139,0.254139,0.0,0.0,0.0,False,False,False,0.0,False,False,37.813
3,0.15,3,yawning,yawning,0.950082,0.039177,0.003433,0.0,0.950082,0.007308,0.53262,0.79563,0.0,0.321519,0.321519,0.321519,0.0,0.0,0.0,False,False,False,0.0,False,False,38.016
4,0.2,3,yawning,yawning,0.983736,0.01258,0.001345,0.0,0.983736,0.002339,0.549553,0.774644,0.0,0.364995,0.364995,0.364995,0.0,0.0,0.0,False,False,False,0.0,False,False,37.021
5,0.25,3,yawning,yawning,0.992712,0.00566,0.000659,0.0,0.992712,0.000969,0.508585,0.837603,0.0,0.389537,0.389537,0.389537,0.0,0.0,0.0,False,False,False,0.0,False,False,47.746
6,0.3,3,yawning,yawning,0.995064,0.003913,0.000438,0.0,0.995064,0.000585,0.451244,0.883893,0.0,0.398966,0.398966,0.398966,0.0,0.0,0.0,False,False,False,0.0,False,False,37.624
7,0.35,3,yawning,yawning,0.995908,0.003306,0.000344,0.0,0.995908,0.000442,0.343226,0.910239,0.0,0.391388,0.391388,0.391388,0.0,0.0,0.0,False,False,False,0.0,False,False,38.275
8,0.4,3,yawning,yawning,0.996129,0.003184,0.000303,0.0,0.996129,0.000384,0.192199,0.930505,0.0,0.367081,0.367081,0.367081,0.0,0.0,0.0,False,False,False,0.0,False,False,37.763
9,0.45,3,yawning,yawning,0.995854,0.003474,0.000291,0.0,0.995854,0.000382,0.090653,0.944868,0.0,0.336604,0.336604,0.336604,0.0,0.0,0.0,False,False,False,0.0,False,False,37.212
10,0.5,3,yawning,yawning,0.995187,0.004113,0.000294,0.0,0.995187,0.000406,0.080212,0.946047,0.0,0.311115,0.311115,0.311115,0.0,0.0,0.0,False,False,False,0.0,False,False,45.639
11,0.55,3,yawning,yawning,0.9944,0.004869,0.000295,0.0,0.9944,0.000437,0.064755,0.949223,0.0,0.28877,0.28877,0.28877,0.0,0.0,0.0,False,False,False,0.0,False,False,37.054
12,0.6,3,yawning,yawning,0.992884,0.00631,0.000306,0.0,0.992884,0.0005,0.050453,0.951933,0.0,0.2689,0.2689,0.2689,0.0,0.0,0.0,False,False,False,0.0,False,False,37.416
13,0.65,3,yawning,yawning,0.989823,0.009199,0.000333,0.0,0.989823,0.000646,0.045262,0.952533,0.0,0.251679,0.251679,0.251679,0.0,0.0,0.0,False,False,False,0.0,False,False,37.573
14,0.7,3,yawning,yawning,0.986289,0.012559,0.000357,0.0,0.986289,0.000794,0.049827,0.950183,0.0,0.23728,0.23728,0.23728,0.0,0.0,0.0,False,False,False,0.0,False,False,37.253
15,0.75,3,yawning,yawning,0.977492,0.020981,0.000422,0.0,0.977492,0.001105,0.060272,0.947562,0.0,0.225524,0.225524,0.225524,0.0,0.0,0.0,False,False,False,0.0,False,False,46.051
16,0.8,3,yawning,yawning,0.955825,0.041964,0.000543,0.0,0.955825,0.001668,0.059063,0.947135,0.0,0.215162,0.215162,0.215162,0.0,0.0,0.0,False,False,False,0.0,False,False,36.991
17,0.85,3,yawning,yawning,0.919363,0.077604,0.000668,0.0,0.919363,0.002365,0.048934,0.949633,0.0,0.205396,0.205396,0.205396,0.0,0.0,0.0,False,False,False,0.0,False,False,36.989
18,0.9,3,yawning,yawning,0.796722,0.197849,0.001006,0.0,0.796722,0.004423,0.051231,0.948985,0.0,0.196847,0.196847,0.196847,0.0,0.0,0.0,False,False,False,0.0,False,False,36.882
19,0.95,3,yawning,yawning,0.527485,0.463697,0.001355,0.0,0.527485,0.007463,0.053328,0.948869,0.0,0.189308,0.189308,0.189308,0.0,0.0,0.0,False,False,False,0.0,False,False,38.416
20,1.0,0,alert,alert,0.605795,0.605795,0.001328,0.0,0.384917,0.00796,0.050799,0.949785,0.0,0.182388,0.182388,0.182388,0.0,0.0,0.0,False,False,False,0.0,False,False,46.96
21,1.05,0,alert,alert,0.751554,0.751554,0.00127,0.0,0.238579,0.008597,0.069072,0.946431,0.0,0.177015,0.177015,0.177015,0.0,0.0,0.0,False,False,False,0.0,False,False,38.772
22,1.1,0,alert,alert,0.824457,0.824457,0.001128,0.0,0.165831,0.008584,0.056828,0.949028,0.0,0.171559,0.171559,0.171559,0.0,0.0,0.0,False,False,False,0.0,False,False,38.111
23,1.15,0,alert,alert,0.834366,0.834366,0.001062,0.0,0.155483,0.00909,0.047646,0.951111,0.0,0.166168,0.166168,0.166168,0.0,0.0,0.0,False,False,False,0.0,False,False,36.885
24,1.2,0,alert,alert,0.80648,0.80648,0.001034,0.0,0.182478,0.010009,0.046487,0.951425,0.0,0.161176,0.161176,0.161176,0.0,0.0,0.0,False,False,False,0.0,False,False,37.0
25,1.25,0,alert,alert,0.81499,0.81499,0.000976,0.0,0.173181,0.010853,0.046949,0.950422,0.0,0.156606,0.156606,0.156606,0.0,0.0,0.0,False,False,False,0.0,False,False,45.956
26,1.3,0,alert,alert,0.880562,0.880562,0.000823,0.0,0.107951,0.010664,0.047366,0.949421,0.0,0.152409,0.152409,0.152409,0.0,0.0,0.0,False,False,False,0.0,False,False,37.156
27,1.35,0,alert,alert,0.936727,0.936727,0.00064,0.0,0.053027,0.009606,0.047428,0.950298,0.0,0.148521,0.148521,0.148521,0.0,0.0,0.0,False,False,False,0.0,False,False,37.075
28,1.4,0,alert,alert,0.962243,0.962243,0.000537,0.0,0.028741,0.008478,0.052455,0.948655,0.0,0.145096,0.145096,0.145096,0.0,0.0,0.0,False,False,False,0.0,False,False,36.859
29,1.45,0,alert,alert,0.973488,0.973488,0.000477,0.0,0.017684,0.008352,0.046498,0.950193,0.0,0.141697,0.141697,0.141697,0.0,0.0,0.0,False,False,False,0.0,False,False,37.236
30,1.5,0,alert,alert,0.975756,0.975756,0.000428,0.0,0.015439,0.008378,0.048887,0.948447,0.0,0.138609,0.138609,0.138609,0.0,0.0,0.0,False,False,False,0.0,False,False,45.735
