frame_id,timestamp,state_id,state,predicted_driver_state,confidence,p_alert,p_drowsy,p_microsleep,p_yawning,p_distraction,closed_probability,ocular_reliability,closure_duration_seconds,perclos_10s,perclos_30s,perclos_60s,slow_perclos_10s,slow_perclos_30s,slow_perclos_60s,perclos_10s_reliable,perclos_30s_reliable,perclos_60s_reliable,nod_probability,microsleep_active,drowsy_episode_active,latency_ms
0,0.0,3,yawning,yawning,0.431036,0.245741,0.141062,0.0,0.431036,0.182161,0.327744,0.73092,0.0,0.327744,0.327744,0.327744,0.0,0.0,0.0,False,False,False,0.0,False,False,49.738
1,0.05,3,yawning,yawning,0.756612,0.140535,0.036752,0.0,0.756612,0.066102,0.226929,0.85697,0.0,0.273335,0.273335,0.273335,0.0,0.0,0.0,False,False,False,0.0,False,False,38.827
2,0.1,3,yawning,yawning,0.909145,0.064915,0.007428,0.0,0.909145,0.018512,0.103579,0.924456,0.0,0.21087,0.21087,0.21087,0.0,0.0,0.0,False,False,False,0.0,False,False,38.222
3,0.15,3,yawning,yawning,0.966033,0.026915,0.001889,0.0,0.966033,0.005163,0.062113,0.943562,0.0,0.170255,0.170255,0.170255,0.0,0.0,0.0,False,False,False,0.0,False,False,37.516
4,0.2,3,yawning,yawning,0.978367,0.018234,0.000866,0.0,0.978367,0.002534,0.042964,0.950964,0.0,0.142787,0.142787,0.142787,0.0,0.0,0.0,False,False,False,0.0,False,False,37.405
5,0.25,3,yawning,yawning,0.982399,0.015373,0.00055,0.0,0.982399,0.001678,0.041301,0.951752,0.0,0.124762,0.124762,0.124762,0.0,0.0,0.0,False,False,False,0.0,False,False,46.592
6,0.3,3,yawning,yawning,0.983623,0.014571,0.000431,0.0,0.983623,0.001375,0.038321,0.952966,0.0,0.11171,0.11171,0.11171,0.0,0.0,0.0,False,False,False,0.0,False,False,38.009
7,0.35,3,yawning,yawning,0.982025,0.01626,0.000385,0.0,0.982025,0.00133,0.038613,0.952985,0.0,0.102121,0.102121,0.102121,0.0,0.0,0.0,False,False,False,0.0,False,False,37.869
8,0.4,3,yawning,yawning,0.981202,0.017122,0.000351,0.0,0.981202,0.001324,0.037281,0.952779,0.0,0.094603,0.094603,0.094603,0.0,0.0,0.0,False,False,False,0.0,False,False,37.591
9,0.45,3,yawning,yawning,0.980884,0.017474,0.000326,0.0,0.980884,0.001317,0.039505,0.951921,0.0,0.088883,0.088883,0.088883,0.0,0.0,0.0,False,False,False,0.0,False,False,38.234
