frame_id,timestamp,state_id,state,predicted_driver_state,confidence,p_alert,p_drowsy,p_microsleep,p_yawning,p_distraction,closed_probability,ocular_reliability,closure_duration_seconds,perclos_10s,perclos_30s,perclos_60s,slow_perclos_10s,slow_perclos_30s,slow_perclos_60s,perclos_10s_reliable,perclos_30s_reliable,perclos_60s_reliable,nod_probability,microsleep_active,drowsy_episode_active,latency_ms
0,0.0,0,alert,alert,0.361267,0.361267,0.130552,0.0,0.303446,0.204734,0.260418,0.745371,0.0,0.260418,0.260418,0.260418,0.0,0.0,0.0,False,False,False,0.0,False,False,50.76
1,0.05,0,alert,alert,0.568351,0.568351,0.037518,0.0,0.269751,0.124379,0.115939,0.881848,0.0,0.182119,0.182119,0.182119,0.0,0.0,0.0,False,False,False,0.0,False,False,38.192
2,0.1,0,alert,alert,0.733788,0.733788,0.009599,0.0,0.180053,0.07656,0.070808,0.927682,0.0,0.141702,0.141702,0.141702,0.0,0.0,0.0,False,False,False,0.0,False,False,37.693
3,0.15,0,alert,alert,0.870998,0.870998,0.002662,0.0,0.083746,0.042595,0.066634,0.939139,0.0,0.121525,0.121525,0.121525,0.0,0.0,0.0,False,False,False,0.0,False,False,38.581
4,0.2,0,alert,alert,0.923278,0.923278,0.001174,0.0,0.040583,0.034965,0.061085,0.943828,0.0,0.108671,0.108671,0.108671,0.0,0.0,0.0,False,False,False,0.0,False,False,37.886
5,0.25,0,alert,alert,0.942062,0.942062,0.000721,0.0,0.025764,0.031453,0.074563,0.942043,0.0,0.102699,0.102699,0.102699,0.0,0.0,0.0,False,False,False,0.0,False,False,46.717
6,0.3,0,alert,alert,0.92609,0.92609,0.000666,0.0,0.019119,0.054125,0.059124,0.946287,0.0,0.096181,0.096181,0.096181,0.0,0.0,0.0,False,False,False,0.0,False,False,38.061
7,0.35,0,alert,alert,0.932775,0.932775,0.000479,0.0,0.010162,0.056584,0.057979,0.946738,0.0,0.091208,0.091208,0.091208,0.0,0.0,0.0,False,False,False,0.0,False,False,37.162
8,0.4,0,alert,alert,0.956227,0.956227,0.00031,0.0,0.004999,0.038464,0.058462,0.94579,0.0,0.087439,0.087439,0.087439,0.0,0.0,0.0,False,False,False,0.0,False,False,36.955
9,0.45,0,alert,alert,0.96459,0.96459,0.000238,0.0,0.003032,0.032141,0.068829,0.942559,0.0,0.085525,0.085525,0.085525,0.0,0.0,0.0,False,False,False,0.0,False,False,37.163
10,0.5,0,alert,alert,0.966725,0.966725,0.000212,0.0,0.002213,0.03085,0.091964,0.938173,0.0,0.086123,0.086123,0.086123,0.0,0.0,0.0,False,False,False,0.0,False,False,45.948
11,0.55,0,alert,alert,0.973875,0.973875,0.000184,0.0,0.001674,0.024266,0.089727,0.939506,0.0,0.08643,0.08643,0.08643,0.0,0.0,0.0,False,False,False,0.0,False,False,37.69
12,0.6,0,alert,alert,0.972176,0.972176,0.000215,0.0,0.001511,0.026098,0.448148,0.850557,0.0,0.112306,0.112306,0.112306,0.0,0.0,0.0,False,False,False,0.0,False,False,37.509
13,0.65,0,alert,alert,0.973558,0.973558,0.000255,0.0,0.001426,0.02476,0.492696,0.850982,0.0,0.137714,0.137714,0.137714,0.0,0.0,0.0,False,False,False,0.0,False,False,37.25
